종목코드,탭코드,종목명,현재가,등락구분,전일비,등락률,순자산가치(NAV),3개월수익률,거래량,거래대금(백만),시가총액(억),유형,브랜드,인버스,레버리지,환헤지H
381570,2,HANARO Fn친환경에너지,10855,2,65,0.6,10855.0,10.4401,53517,579,98,국내 업종/테마,HANARO,False,False,False
105780,2,KBSTAR 5대그룹주,8075,5,-70,-0.86,8106.0,-4.0071,7898,63,97,국내 업종/테마,KBSTAR,False,False,False
227830,1,ARIRANG 코스피,32185,2,20,0.06,32194.0,-1.8163,93,2,97,국내 시장지수,ARIRANG,False,False,False
364690,1,KODEX 혁신기술테마액티브,13610,5,-30,-0.22,13637.0,-2.2223,2471,33,95,국내 시장지수,KODEX,False,False,False
156080,1,KODEX MSCI Korea,19020,5,-80,-0.42,19156.0,-4.5,14,0,95,국내 시장지수,KODEX,False,False,False
226380,2,KINDEX Fn성장소비주도주,7880,5,-80,-1.01,7890.0,-5.7431,10996,86,95,국내 업종/테마,KINDEX,False,False,False
272230,2,KINDEX 스마트밸류,15750,2,25,0.16,15740.0,-3.9402,27,0,95,국내 업종/테마,KINDEX,False,False,False
322120,2,KINDEX 스마트퀄리티,18615,2,5,0.03,18608.0,-3.6999,235,4,93,국내 업종/테마,KINDEX,False,False,False
261060,2,TIGER 코스닥150IT,16520,2,20,0.12,16521.0,0.3039,3132,51,93,국내 업종/테마,TIGER,False,False,False
266390,2,KODEX 경기소비재,13190,5,-165,-1.24,13237.0,1.2509,674,8,92,국내 업종/테마,KODEX,False,False,False
226980,1,KODEX 200 중소형,15295,2,20,0.13,15304.0,1.8672,3767,57,92,국내 시장지수,KODEX,False,False,False
167860,6,KOSEF 국고채10년레버리지,130790,5,-740,-0.56,130802.0,1.9533,15,1,92,채권,KOSEF,False,True,False
189400,4,ARIRANG 글로벌MSCI(합성 H),17915,5,-130,-0.72,,3.5581,120,2,91,해외 주식,ARIRANG,False,False,True
322150,2,KINDEX 스마트하이베타,15105,5,-80,-0.53,15176.0,-3.1260000000000003,23,0,91,국내 업종/테마,KINDEX,False,False,False
137930,3,마이다스 200커버드콜5%OTM,15050,5,-5,-0.03,15074.0,-3.4936,3,0,90,국내 파생,마이다스,False,False,False
205720,4,KINDEX 일본TOPIX인버스(합성 H),4085,2,20,0.49,,-6.8729,68010,276,90,해외 주식,KINDEX,True,False,True
380340,2,KINDEX Fn5G플러스,8955,5,-35,-0.39,8969.0,-0.1112,7739,69,90,국내 업종/테마,KINDEX,False,False,False
261120,7,TIGER 미국달러선물인버스2X,8920,5,-140,-1.55,8933.0,-8.9905,328,2,89,기타,TIGER,True,False,False
251890,1,KINDEX 코스닥(합성),14860,3,0,0.0,14721.0,4.6847,0,0,89,국내 시장지수,KINDEX,False,False,False
131890,2,KINDEX 삼성그룹동일가중,17765,5,-95,-0.53,17818.0,-0.3071,212,3,89,국내 업종/테마,KINDEX,False,False,False
104530,2,KOSEF 고배당,9830,5,-25,-0.25,9828.0,9.8662,10417,102,88,국내 업종/테마,KOSEF,False,False,False
183710,7,KBSTAR 주식혼합,43830,2,80,0.18,43906.0,-3.4856,13,0,88,기타,KBSTAR,False,False,False
272220,2,KINDEX 스마트모멘텀,17525,5,-15,-0.09,17521.0,-3.6793,20,0,88,국내 업종/테마,KINDEX,False,False,False
159800,1,마이티 코스피100,31010,3,0,0.0,31023.0,-4.4671,1,0,87,국내 시장지수,마이티,False,False,False
394340,4,KOSEF 릭소글로벌디지털경제MSCI,10710,5,-45,-0.42,,,247,2,86,해외 주식,KOSEF,False,False,False
168300,1,KTOP 코스피50,28535,5,-110,-0.38,28689.0,-4.6756,182,5,86,국내 시장지수,KTOP,False,False,False
291130,4,KINDEX 멕시코MSCI(합성),10685,2,95,0.9,,6.4856,1151,12,85,해외 주식,KINDEX,False,False,False
322130,2,KINDEX 스마트로우볼,17055,2,25,0.15,17050.0,-4.2183,20,0,85,국내 업종/테마,KINDEX,False,False,False
256450,4,ARIRANG 심천차이넥스트(합성),14200,3,0,0.0,,1.2477,1366,19,85,해외 주식,ARIRANG,False,False,False
291630,3,KOSEF 코스닥150선물레버리지,6975,5,-150,-2.11,6968.0,15.8536,291,2,84,국내 파생,KOSEF,False,True,False
292560,7,TIGER 일본엔선물,10520,2,35,0.33,10534.0,4.1211,5190,54,84,기타,TIGER,False,False,False
253280,2,KBSTAR 헬스케어,16810,5,-185,-1.09,16810.0,6.2519,9408,157,84,국내 업종/테마,KBSTAR,False,False,False
307510,2,TIGER 의료기기,20980,5,-515,-2.4,21063.0,13.6399,2391,50,84,국내 업종/테마,TIGER,False,False,False
261140,2,TIGER 우선주,13960,5,-90,-0.64,13987.0,-6.7994,777,10,84,국내 업종/테마,TIGER,False,False,False
333970,2,ARIRANG KS밸류가중TR,16695,2,70,0.42,16696.0,-1.2181,22,0,83,국내 업종/테마,ARIRANG,False,False,False
277650,2,TIGER 코스피중형주,18340,3,0,0.0,18352.0,1.41,2576,47,83,국내 업종/테마,TIGER,False,False,False
354240,7,KBSTAR 미국고정배당우선증권ICE TR,10825,2,15,0.14,,5.8765,953,10,81,기타,KBSTAR,False,False,False
275280,2,KODEX MSCI모멘텀,13480,3,0,0.0,13540.0,-2.1061,0,0,81,국내 업종/테마,KODEX,False,False,False
379790,4,KBSTAR 유로스탁스50(H),10685,5,-25,-0.23,,2.2434,957,10,80,해외 주식,KBSTAR,False,False,True
319870,2,KBSTAR KRX300미국달러선물혼합,15945,2,120,0.76,15906.0,0.8925,628,9,80,국내 업종/테마,KBSTAR,False,False,False
234310,2,KBSTAR V&S셀렉트밸류,15910,5,-40,-0.25,15966.0,-1.2079,84,1,80,국내 업종/테마,KBSTAR,False,False,False
138920,5,KODEX 콩선물(H),11330,2,90,0.8,,-14.0345,2531,28,79,원자재,KODEX,False,False,True
289670,6,ARIRANG 국채선물10년,56615,3,0,0.0,56597.0,0.8012,0,0,79,채권,ARIRANG,False,False,False
305050,1,KINDEX 코스피,31650,2,30,0.09,31630.0,-2.9913,122,3,79,국내 시장지수,KINDEX,False,False,False
252650,1,KODEX 200동일가중,13105,2,30,0.23,13107.0,-1.7287,1837,24,79,국내 시장지수,KODEX,False,False,False
271050,5,KODEX WTI원유선물인버스(H),8435,5,-205,-2.37,,-2.5381,74289,627,78,원자재,KODEX,True,False,True
228820,1,TIGER KTOP30,11125,5,-25,-0.22,11144.0,-2.4071,606,6,78,국내 시장지수,TIGER,False,False,False
346000,6,HANARO KAP초장기국고채,46835,2,10,0.02,46832.0,2.4392,11018,516,78,채권,HANARO,False,False,False
371150,4,KBSTAR 차이나항셍테크,8585,5,-185,-2.11,,-11.8593,42615,368,77,해외 주식,KBSTAR,False,False,False
244660,2,KODEX 퀄리티Plus,10995,5,-60,-0.54,11000.0,-6.1545,202,2,77,국내 업종/테마,KODEX,False,False,False
395270,2,HANARO Fn K-반도체,9595,2,35,0.37,9610.0,,14485,138,77,국내 업종/테마,HANARO,False,False,False
166400,3,TIGER 200커버드콜5%OTM,15205,5,-20,-0.13,15255.0,-4.5156,1,0,76,국내 파생,TIGER,False,False,False
139320,5,TIGER 금은선물(H),9500,5,-60,-0.63,,-5.8129,3561,33,76,원자재,TIGER,False,False,True
368470,2,KINDEX Fn K-뉴딜디지털플러스,15070,5,-260,-1.7,15122.0,0.1306,408,6,75,국내 업종/테마,KINDEX,False,False,False
105010,4,TIGER 라틴35,3575,5,-20,-0.56,,-4.6419999999999995,9233,33,75,해외 주식,TIGER,False,False,False
252730,2,KBSTAR 모멘텀로우볼,16630,2,115,0.7,16614.0,-0.6019,10,0,75,국내 업종/테마,KBSTAR,False,False,False
395170,2,KODEX Fn Top10동일가중,9350,5,-155,-1.63,9377.0,,23382,218,75,국내 업종/테마,KODEX,False,False,False
397420,6,KBSTAR 국채선물5년추종,49765,5,-10,-0.02,49715.0,,18,0,75,채권,KBSTAR,False,False,False
391670,1,HK 베스트일레븐액티브,9940,5,-5,-0.05,9937.0,,1148,11,75,국내 시장지수,HK,False,False,False
250730,4,KBSTAR 차이나HSCEI(H),10585,5,-210,-1.95,,-11.6251,10004,106,74,해외 주식,KBSTAR,False,False,True
333960,2,ARIRANG KS모멘텀가중TR,16270,5,-25,-0.15,16308.0,-1.985,25,0,73,국내 업종/테마,ARIRANG,False,False,False
306530,3,HANARO 코스닥150선물레버리지,14065,5,-315,-2.19,14056.0,15.8742,126,1,73,국내 파생,HANARO,False,True,False
174350,2,TIGER 로우볼,12565,2,10,0.08,12565.0,0.44,63,0,73,국내 업종/테마,TIGER,False,False,False
298340,6,ARIRANG 국채선물3년,53445,5,-50,-0.09,53443.0,-0.1494,9,0,73,채권,ARIRANG,False,False,False
117690,4,TIGER 차이나항셍25,16100,5,-350,-2.13,,-4.1376,3287,53,72,해외 주식,TIGER,False,False,False
395290,2,HANARO Fn K-POP&미디어,9020,5,-140,-1.53,9042.0,,2067,18,72,국내 업종/테마,HANARO,False,False,False
307520,2,TIGER 지주회사,12025,5,-35,-0.29,12069.0,-8.4283,3598,43,72,국내 업종/테마,TIGER,False,False,False
300610,2,TIGER K게임,13115,2,35,0.27,13153.0,-0.2289,3534,46,72,국내 업종/테마,TIGER,False,False,False
373790,4,KOSEF 미국방어배당성장나스닥,11995,5,-25,-0.21,,10.4779,335,4,72,해외 주식,KOSEF,False,False,False
373490,2,KODEX K-이노베이션액티브,11035,5,-25,-0.23,11094.0,-2.5122,311,3,72,국내 업종/테마,KODEX,False,False,False
281990,2,KBSTAR 중소형고배당,12935,2,45,0.35,12945.0,2.3421,42922,555,71,국내 업종/테마,KBSTAR,False,False,False
391680,1,HK 하이볼액티브,9480,2,5,0.05,9481.0,,1434,13,71,국내 시장지수,HK,False,False,False
314700,2,HANARO 농업융복합산업,12845,5,-5,-0.04,12894.0,-2.0953,884,11,71,국내 업종/테마,HANARO,False,False,False
261110,7,TIGER 미국달러선물레버리지,10060,2,130,1.31,10058.0,9.1808,1226,12,70,기타,TIGER,False,True,False
302170,6,TIGER 국채선물3년인버스,49890,3,0,0.0,49940.0,0.2713,0,0,70,채권,TIGER,True,False,False
237440,7,TIGER 경기방어채권혼합,9960,5,-20,-0.2,9964.0,-1.1392,1296,12,70,기타,TIGER,False,False,False
238670,7,ARIRANG 스마트베타Quality채권혼합,11335,5,-20,-0.18,11346.0,-0.6997,277,3,68,기타,ARIRANG,False,False,False
277640,2,TIGER 코스피대형주,15105,2,30,0.2,15111.0,-4.5887,3034,45,68,국내 업종/테마,TIGER,False,False,False
213610,2,KODEX 삼성그룹밸류,9605,2,10,0.1,9635.0,-1.5393,1098,10,67,국내 업종/테마,KODEX,False,False,False
289480,2,TIGER 200커버드콜ATM,11190,2,25,0.22,11178.0,-1.4998,17,0,67,국내 업종/테마,TIGER,False,False,False
192720,2,파워 고배당저변동성,31885,5,-140,-0.44,32014.0,0.2033,4115,131,67,국내 업종/테마,파워,False,False,False
301440,2,ARIRANG 코스피중형주,13390,5,-75,-0.56,13449.0,1.393,72,0,67,국내 업종/테마,ARIRANG,False,False,False
252000,1,TIGER 200동일가중,13285,3,0,0.0,13365.0,-2.0281,0,0,66,국내 시장지수,TIGER,False,False,False
269370,4,TIGER S&P글로벌인프라(합성),10995,5,-60,-0.54,,3.9883,317,3,66,해외 주식,TIGER,False,False,False
373530,4,ARIRANG 신흥국MSCI인버스(합성 H),9145,2,160,1.78,,2.3931,146,1,66,해외 주식,ARIRANG,True,False,True
139290,2,TIGER 200 경기소비재,18205,5,-105,-0.57,18238.0,-8.9055,832,15,66,국내 업종/테마,TIGER,False,False,False
140570,2,KBSTAR 수출주,13095,2,90,0.69,13096.0,-3.9868,15706,204,65,국내 업종/테마,KBSTAR,False,False,False
304670,4,KODEX 미국채울트라30년선물인버스(H),7215,5,-5,-0.07,,-5.8671,1621,11,65,해외 주식,KODEX,True,False,True
195970,4,ARIRANG 선진국MSCI(합성 H),12475,5,-110,-0.87,,1.0032,9771,122,65,해외 주식,ARIRANG,False,False,True
376250,2,ARIRANG 탄소효율그린뉴딜,9950,2,10,0.1,9950.0,-2.6445,661,6,65,국내 업종/테마,ARIRANG,False,False,False
333940,2,ARIRANG KS로우볼가중TR,13940,2,25,0.18,13990.0,-2.7943,24,0,63,국내 업종/테마,ARIRANG,False,False,False
292340,2,마이티 200커버드콜ATM레버리지,10445,3,0,0.0,10492.0,-3.3766,0,0,63,국내 업종/테마,마이티,False,True,False
333950,2,ARIRANG KS로우사이즈가중TR,17885,2,15,0.08,17884.0,0.365,20,0,63,국내 업종/테마,ARIRANG,False,False,False
147970,2,TIGER 모멘텀,26035,2,75,0.29,26033.0,3.1796,557,14,62,국내 업종/테마,TIGER,False,False,False
145670,3,KINDEX 인버스,4790,5,-10,-0.21,4804.0,4.4613,20802,99,62,국내 파생,KINDEX,True,False,False
342600,6,KBSTAR KRX국채선물3년10년스티프너2X,51840,2,35,0.07,51839.0,-1.06,6,0,62,채권,KBSTAR,False,False,False
342500,6,KBSTAR KRX국채선물3년10년스티프너,51235,2,20,0.04,51226.0,-0.4084,7,0,61,채권,KBSTAR,False,False,False
261260,7,KODEX 미국달러선물인버스2X,8980,5,-95,-1.05,8977.0,-9.2047,42346,380,61,기타,KODEX,True,False,False
215620,2,HK S&P코리아로우볼,12670,5,-40,-0.31,12664.0,-0.3529,217,2,61,국내 업종/테마,HK,False,False,False
176710,6,파워 중기국고채,99760,3,0,0.0,99715.0,-0.1891,0,0,60,채권,파워,False,False,False
342610,6,KBSTAR KRX국채선물3년10년플래트너,49835,5,-15,-0.03,49820.0,0.6663,6,0,60,채권,KBSTAR,False,False,False
269530,4,ARIRANG S&P글로벌인프라,11875,2,5,0.04,,3.3072,462,5,59,해외 주식,ARIRANG,False,False,False
290080,2,KBSTAR 200고배당커버드콜ATM,8445,5,-5,-0.06,8442.0,2.5485,396,3,59,국내 업종/테마,KBSTAR,False,False,False
267440,4,KBSTAR 미국장기국채선물(H),11800,5,-10,-0.08,,3.6419,84,0,59,해외 주식,KBSTAR,False,False,True
